E,,,,,,,,,,,,,big_mana,,,,healing_aura,O,mana,O,increase_healing,O,purifying_fires,O,spell_damage,O,health,O,spear_of_judgement,O,spear_of_judgement_damage,O,spear_of_judgement_damage,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,O,,O,O,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,increase_healing,,,O,,,increase_healing,,[CENTER],,increase_healing,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,O,,,O,,O,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,mana_regen,,,holy_flower,,,health_regen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,O,,,O,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,mana_regen,O,mana_regen,O,O,big_int,O,O,health_regen,O,mana_regen,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,O,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,O,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,int,O,O,int,O,O,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,O,,,O,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,trickery,,,bravery,,,wizardry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,O,,,O,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,big_dex,,,big_str,,,big_int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,dodge,,,,O,,,,O,,,,O,,,,magic_shield,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,O,,O,,,,,O,,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,dodge,,,,armor,O,armor,O,armor,,,,magic_shield,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,O,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,dodge,,,,,,,,magic_shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
